Dates,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Category
6/18/2011 17:59,TRAFFIC VIOLATION,Saturday,SOUTHERN,"ARREST, CITED",900 Block of MARKET ST,-122.4084211,37.78356994,OTHER OFFENSES
4/21/2012 18:23,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.4072441,37.78656476,LARCENY/THEFT
9/5/2005 7:17,TRESPASSING,Monday,MISSION,"ARREST, CITED",3400 Block of 19TH ST,-122.4196065,37.76015608,TRESPASS
7/28/2010 10:00,MISSING ADULT,Wednesday,INGLESIDE,NONE,400 Block of NAPLES ST,-122.4306859,37.72164044,MISSING PERSON
1/23/2007 15:33,POSSESSION OF BURGLARY TOOLS,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.4122498,37.78255633,OTHER OFFENSES
6/26/2013 12:00,GRAND THEFT FROM A BUILDING,Wednesday,NORTHERN,NONE,1000 Block of VANNESS AV,-122.4210923,37.78499964,LARCENY/THEFT
7/29/2007 13:00,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,NORTHERN,NONE,2200 Block of BUCHANAN ST,-122.4307589,37.7907079,VANDALISM
11/16/2003 19:00,STOLEN AUTOMOBILE,Sunday,PARK,NONE,100 Block of UPPER TR,-122.4440791,37.76504124,VEHICLE THEFT
5/15/2012 20:03,POSSESSION OF BURGLARY TOOLS,Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.4053594,37.78597748,OTHER OFFENSES
1/25/2006 10:00,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED",MISSION ST / MINT ST,-122.4072588,37.78211765,OTHER OFFENSES
8/19/2013 15:30,FOUND PROPERTY,Monday,MISSION,NONE,17TH ST / VALENCIA ST,-122.4217338,37.76329969,NON-CRIMINAL
8/10/2006 10:00,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,13TH ST / HARRISON ST,-122.4133885,37.76950065,LARCENY/THEFT
12/25/2003 15:44,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,MISSION,"ARREST, BOOKED",25TH ST / MISSION ST,-122.4182893,37.75064029,DRUNKENNESS
12/3/2005 22:57,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED",16TH ST / DEHARO ST,-122.4017237,37.76613217,OTHER OFFENSES
5/5/2013 17:30,TRESPASSING,Sunday,TARAVAL,"ARREST, CITED",700 Block of TARAVAL ST,-122.4741027,37.7431745,TRESPASS
2/18/2004 22:30,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,MISSION,NONE,2100 Block of MISSION ST,-122.4193311,37.76226434,VANDALISM
2/19/2009 9:00,"CHECKS, FORGERY (FELONY)",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,FORGERY/COUNTERFEITING
2/10/2012 23:00,GRAND THEFT PICKPOCKET,Friday,NORTHERN,NONE,1100 Block of POLK ST,-122.4200009,37.78753384,LARCENY/THEFT
10/16/2012 22:13,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,PSYCHOPATHIC CASE,1800 Block of 24TH AV,-122.4816967,37.75305727,NON-CRIMINAL
4/29/2015 0:05,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,100 Block of UPPER TR,-122.444253,37.76426725,LARCENY/THEFT
5/25/2004 3:15,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,SOUTHERN,NONE,6TH ST / MARKET ST,-122.4102935,37.78223059,ASSAULT
1/27/2007 23:00,"AIDED CASE, MENTAL DISTURBED",Saturday,INGLESIDE,NONE,700 Block of ANDOVER ST,-122.4168015,37.73437425,NON-CRIMINAL
10/21/2012 21:05,DOMESTIC VIOLENCE,Sunday,NORTHERN,NONE,900 Block of GEARY ST,-122.4189401,37.78604922,SECONDARY CODES
7/16/2010 6:50,POSSESSION OF METH-AMPHETAMINE,Friday,BAYVIEW,"ARREST, BOOKED",300 Block of CHINABASIN ST,-122.3882555,37.77202451,DRUG/NARCOTIC
4/13/2015 11:47,INFLICT INJURY ON COHABITEE,Monday,BAYVIEW,"ARREST, BOOKED",2400 Block of SAN BRUNO AV,-122.4054121,37.73181989,ASSAULT
3/21/2014 1:54,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,BAYVIEW,"ARREST, BOOKED",HAWES ST / JAMESTOWN AV,-122.3916,37.71752635,LARCENY/THEFT
9/18/2013 23:00,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,NONE,300 Block of CALIFORNIA ST,-122.4005428,37.79307904,LARCENY/THEFT
4/21/2011 9:30,FOUND PROPERTY,Thursday,SOUTHERN,NONE,5TH ST / HOWARD ST,-122.4049344,37.78149872,NON-CRIMINAL
6/23/2014 0:01,"MALICIOUS MISCHIEF, VANDALISM",Monday,CENTRAL,NONE,600 Block of LOMBARD ST,-122.4122164,37.80287457,VANDALISM
3/6/2007 14:30,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,300 Block of BATTERY ST,-122.400216,37.79480303,LARCENY/THEFT
8/22/2004 1:04,WARRANT ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",THORNTON AV / SAN BRUNO AV,-122.4047086,37.73031908,WARRANTS
5/4/2011 15:30,SEXUAL BATTERY,Wednesday,TENDERLOIN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,200 Block of OFARRELL ST,-122.4091554,37.78632459,SEX OFFENSES FORCIBLE
2/23/2006 18:10,GRAND THEFT FROM A BUILDING,Thursday,TARAVAL,NONE,1000 Block of IRVING ST,-122.4690006,37.76397386,LARCENY/THEFT
1/28/2006 23:30,"ROBBERY, ARMED WITH A KNIFE",Saturday,SOUTHERN,NONE,6TH ST / MARKET ST,-122.4102935,37.78223059,ROBBERY
7/10/2013 15:45,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,TENDERLOIN,"ARREST, BOOKED",JONES ST / OFARRELL ST,-122.4129705,37.78578838,DRUG/NARCOTIC
5/17/2007 15:00,MISSING ADULT,Thursday,INGLESIDE,LOCATED,0 Block of CORTLAND AV,-122.421243,37.74043974,MISSING PERSON
2/4/2015 10:00,PETTY THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE,1000 Block of MARKET ST,-122.4113396,37.78127074,LARCENY/THEFT
1/6/2015 12:20,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, BOOKED",INDUSTRIAL ST / BAY SHORE BL,-122.4069108,37.73796662,OTHER OFFENSES
4/6/2013 7:04,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED",6TH ST / MISSION ST,-122.4087106,37.78097067,WARRANTS
2/20/2009 0:01,HARASSING PHONE CALLS,Friday,CENTRAL,NONE,700 Block of SUTTER ST,-122.4127403,37.78875511,OTHER OFFENSES
3/24/2010 14:35,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.4136313,37.78480537,OTHER OFFENSES
3/17/2004 2:30,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,TENDERLOIN,NONE,0 Block of TURK ST,-122.4098494,37.78327552,VEHICLE THEFT
3/6/2012 16:30,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,NONE,500 Block of SANCHEZ ST,-122.4304663,37.76076056,NON-CRIMINAL
1/15/2011 1:10,FALSE PERSONATION,Saturday,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / 3RD ST,-122.390417,37.73559261,OTHER OFFENSES
11/1/2006 7:45,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,CENTRAL,"ARREST, BOOKED",600 Block of GEARY ST,-122.4139888,37.78656854,WARRANTS
2/8/2014 15:30,PETTY THEFT WITH PRIOR,Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,LARCENY/THEFT
2/9/2013 2:01,"ROBBERY, BODILY FORCE",Saturday,MISSION,NONE,1700 Block of 15TH ST,-122.4226679,37.76655695,ROBBERY
9/6/2008 8:30,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, CITED",MISSION ST / STEUART ST,-122.3931859,37.79323041,OTHER OFFENSES
5/3/2013 22:00,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE,200 Block of MUNICH ST,-122.4261922,37.72160841,VANDALISM
1/13/2010 15:59,PROBATION VIOLATION,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.4196583,37.76422056,OTHER OFFENSES
4/14/2008 22:35,WARRANT ARREST,Monday,PARK,"ARREST, BOOKED",1000 Block of HAYES ST,-122.4336615,37.77546523,WARRANTS
11/5/2011 9:58,PROBATION VIOLATION,Saturday,PARK,"ARREST, BOOKED",1200 Block of 5TH AV,-122.4619942,37.76469634,OTHER OFFENSES
1/25/2008 23:03,FALSE ID TO PEACE OFFICER,Friday,SOUTHERN,"ARREST, BOOKED",1000 Block of MISSION ST,-122.4097952,37.78003563,FRAUD
3/22/2006 20:00,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.4150669,37.78356348,VANDALISM
6/27/2009 14:20,CONSPIRACY,Saturday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.4089132,37.78121165,OTHER OFFENSES
1/22/2004 19:35,PROBATION VIOLATION,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.4085951,37.78370693,OTHER OFFENSES
2/10/2010 21:45,THREATS AGAINST LIFE,Wednesday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.4331559,37.78126735,ASSAULT
1/22/2013 11:46,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,1500 Block of THE EMBARCADERONORTH ST,-122.4081361,37.80786035,LARCENY/THEFT
12/17/2010 1:28,FOUND PERSON,Friday,NORTHERN,"ARREST, BOOKED",VANNESS AV / CLAY ST,-122.4226956,37.79217333,MISSING PERSON
1/23/2013 2:06,RESISTING ARREST,Wednesday,CENTRAL,NONE,GEARY ST / JONES ST,-122.4131745,37.78671902,OTHER OFFENSES
1/26/2006 22:35,BATTERY,Thursday,CENTRAL,"ARREST, BOOKED",200 Block of COLUMBUS AV,-122.40641,37.79775884,ASSAULT
10/19/2011 16:30,CONSPIRACY,Wednesday,INGLESIDE,"ARREST, BOOKED",MISSION ST / AMAZON AV,-122.4404162,37.71724599,OTHER OFFENSES
6/29/2003 19:03,MISCELLANEOUS STATE FELONY,Sunday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,600 Block of LARCH ST,-122.4281299,37.781424,OTHER OFFENSES
6/23/2009 20:00,PETTY THEFT OF PROPERTY,Tuesday,BAYVIEW,NONE,1900 Block of NEWCOMB AV,-122.3962955,37.73898878,LARCENY/THEFT
3/23/2011 18:50,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",FITZGERALD AV / INGALLS ST,-122.3913074,37.72097569,OTHER OFFENSES
11/27/2004 23:30,LOST PROPERTY,Saturday,SOUTHERN,UNFOUNDED,10TH ST / MARKET ST,-122.4175047,37.77654004,NON-CRIMINAL
1/8/2008 19:00,ASSAULT WITH CAUSTIC CHEMICALS,Tuesday,RICHMOND,NONE,FULTON ST / 30TH AV,-122.4895386,37.7723247,ASSAULT
3/23/2006 16:15,ENROUTE TO ADULT AUTHORITY,Thursday,BAYVIEW,"ARREST, BOOKED",1200 Block of REVERE AV,-122.3835994,37.72801023,WARRANTS
12/29/2011 18:29,TRAFFIC VIOLATION ARREST,Thursday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
10/6/2011 11:00,PETTY THEFT FROM A BUILDING,Thursday,BAYVIEW,NONE,FITZGERALD AV / JENNINGS ST,-122.3931742,37.72203623,LARCENY/THEFT
6/6/2010 18:40,WARRANT ARREST,Sunday,MISSION,"ARREST, BOOKED",3000 Block of 24TH ST,-122.412734,37.75264176,WARRANTS
9/20/2014 21:30,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Saturday,CENTRAL,NONE,700 Block of BROADWAY ST,-122.4091648,37.79761461,LARCENY/THEFT
6/12/2006 10:05,LOST PROPERTY,Monday,SOUTHERN,NONE,500 Block of HOWARD ST,-122.3970324,37.78782467,NON-CRIMINAL
11/25/2009 8:07,FOUND PROPERTY,Wednesday,SOUTHERN,NONE,0 Block of STEVENSON ST,-122.40013,37.78943193,NON-CRIMINAL
11/3/2007 22:30,"AIDED CASE, MENTAL DISTURBED",Saturday,CENTRAL,PSYCHOPATHIC CASE,100 Block of SUTTER ST,-122.4024258,37.79006473,NON-CRIMINAL
6/5/2010 8:00,LOST PROPERTY,Saturday,CENTRAL,NONE,900 Block of HYDE ST,-122.4170443,37.78959528,NON-CRIMINAL
11/19/2010 22:27,"PERMIT VIOLATION, POLICE (GENERAL)",Friday,SOUTHERN,"ARREST, CITED",3RD ST / HOWARD ST,-122.4004736,37.78502906,OTHER OFFENSES
2/20/2007 19:00,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,TARAVAL,NONE,0 Block of PINTO AV,-122.4822032,37.72037009,BURGLARY
7/22/2013 8:00,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,MISSION,NONE,1100 Block of DOLORES ST,-122.4249694,37.7514453,BURGLARY
1/9/2006 19:00,THREATENING PHONE CALL(S),Monday,TARAVAL,NONE,19TH AV / TARAVAL ST,-122.4756443,37.74305055,ASSAULT
11/11/2009 9:27,PROBATION VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",STEVENSON ST / 6TH ST,-122.4096964,37.78175406,OTHER OFFENSES
9/2/2014 21:15,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,FOLSOM ST / 3RD ST,-122.3989327,37.78378482,LARCENY/THEFT
7/24/2012 18:46,MISCELLANEOUS STATE MISDEMEANOR,Tuesday,SOUTHERN,"ARREST, BOOKED",0 Block of PERRY ST,-122.3961679,37.78272397,OTHER OFFENSES
8/3/2004 13:20,FOUND PROPERTY,Tuesday,TARAVAL,NONE,100 Block of LEE AV,-122.4541706,37.72096192,NON-CRIMINAL
11/1/2013 21:30,GRAND THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE,300 Block of VALDEZ AV,-122.4567574,37.73320101,LARCENY/THEFT
10/3/2013 12:25,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,MINNA ST / 9TH ST,-122.4141772,37.77580026,LARCENY/THEFT
11/16/2007 17:25,POSSESSION OF BASE/ROCK COCAINE,Friday,TENDERLOIN,"ARREST, BOOKED",300 Block of EDDY ST,-122.4129305,37.78383444,DRUG/NARCOTIC
6/26/2012 8:50,WARRANT ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.4098537,37.78338624,WARRANTS
1/19/2015 14:45,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,900 Block of MISSION ST,-122.4071607,37.78211613,LARCENY/THEFT
4/18/2004 3:40,ENROUTE TO OUTSIDE JURISDICTION,Sunday,NORTHERN,"ARREST, BOOKED",VAN NESS AV / PINE ST,-122.4221395,37.78941076,WARRANTS
6/13/2006 5:00,"AIDED CASE, DOG BITE",Tuesday,RICHMOND,NONE,2600 Block of CLAY ST,-122.4366769,37.79034083,NON-CRIMINAL
2/19/2003 21:00,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.4077071,37.78510345,WARRANTS
12/9/2014 20:43,OBSCENE PHONE CALLS(S),Tuesday,TARAVAL,NONE,1500 Block of 35TH AV,-122.4940115,37.75812243,OTHER OFFENSES
4/22/2011 8:00,GRAND THEFT FROM A BUILDING,Friday,PARK,NONE,2200 Block of GEARY BL,-122.4403411,37.78332425,LARCENY/THEFT
5/28/2014 12:44,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,CENTRAL,"ARREST, CITED",POWELL ST / CALIFORNIA ST,-122.4091752,37.79204141,OTHER OFFENSES
8/9/2012 22:40,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,PSYCHOPATHIC CASE,500 Block of 5TH ST,-122.3999811,37.77762424,NON-CRIMINAL
4/29/2008 10:00,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, CITED",NEWCOMB AV / NEWHALL ST,-122.3916487,37.73628979,OTHER OFFENSES
7/2/2011 0:50,LOITERING FOR PURPOSE OF PROSTITUTION,Saturday,MISSION,"ARREST, CITED",CAPP ST / 20TH ST,-122.4179645,37.75869682,PROSTITUTION
1/12/2007 15:25,UNLAWFUL ASSEMBLY,Friday,INGLESIDE,"ARREST, CITED",4400 Block of MISSION ST,-122.4335594,37.72642778,LOITERING
10/18/2011 22:40,INFLICT INJURY ON COHABITEE,Tuesday,CENTRAL,NONE,700 Block of PACIFIC AV,-122.4080147,37.79669972,ASSAULT
3/24/2013 11:15,"AIDED CASE, SICK PERSON",Sunday,TENDERLOIN,NONE,100 Block of HYDE ST,-122.4156697,37.78211985,NON-CRIMINAL
7/23/2008 19:00,STOLEN AUTOMOBILE,Wednesday,SOUTHERN,NONE,HOWARD ST / 2ND ST,-122.3982616,37.78677876,VEHICLE THEFT
3/6/2009 9:30,TRAFFIC VIOLATION,Friday,CENTRAL,"ARREST, CITED",SUTTER ST / GRANT AV,-122.4054026,37.78963023,OTHER OFFENSES
2/23/2010 16:36,"AIDED CASE, MENTAL DISTURBED",Tuesday,CENTRAL,PSYCHOPATHIC CASE,GEARY ST / JONES ST,-122.4131745,37.78671902,NON-CRIMINAL
1/13/2012 9:00,DOMESTIC VIOLENCE,Friday,CENTRAL,NONE,100 Block of BAY ST,-122.4099205,37.8061327,SECONDARY CODES
11/15/2007 17:15,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,SOUTHERN,"ARREST, BOOKED",13TH ST / HARRISON ST,-122.4133885,37.76950065,OTHER OFFENSES
3/17/2015 9:30,INFLICT INJURY ON COHABITEE,Tuesday,NORTHERN,NONE,1200 Block of FILLMORE ST,-122.4321682,37.78097996,ASSAULT
8/29/2010 22:30,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,GEARY BL / GOUGH ST,-122.4246887,37.78533396,LARCENY/THEFT
2/20/2004 1:05,ENROUTE TO OUTSIDE JURISDICTION,Friday,MISSION,"ARREST, BOOKED",400 Block of CASTRO ST,-122.4351501,37.76175972,WARRANTS
7/25/2014 15:00,FALSE PERSONATION,Friday,SOUTHERN,NONE,0 Block of DORE ST,-122.4129331,37.77392745,OTHER OFFENSES
6/15/2011 4:00,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,CENTRAL,NONE,600 Block of BUSH ST,-122.4077113,37.79035088,BURGLARY
12/17/2010 23:45,BATTERY,Friday,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.4002726,37.78717897,ASSAULT
6/22/2009 3:35,ENROUTE TO OUTSIDE JURISDICTION,Monday,MISSION,"ARREST, BOOKED",100 Block of CAPP ST,-122.4185499,37.76428371,WARRANTS
3/14/2010 18:00,GRAND THEFT OF PROPERTY,Sunday,INGLESIDE,NONE,100 Block of TOPAZ WY,-122.4364097,37.74150576,LARCENY/THEFT
6/18/2006 14:52,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,NORTHERN,"ARREST, BOOKED",SUTTER ST / FILLMORE ST,-122.4332747,37.78608624,DRUG/NARCOTIC
5/1/2015 8:15,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,NONE,10TH ST / HARRISON ST,-122.4112792,37.77157858,FRAUD
2/8/2013 23:00,BATTERY,Friday,BAYVIEW,"ARREST, CITED",2700 Block of SAN BRUNO AV,-122.4032771,37.72703923,ASSAULT
11/19/2006 13:00,STOLEN MOTORCYCLE,Sunday,BAYVIEW,"ARREST, BOOKED",24TH ST / TENNESSEE ST,-122.3888801,37.75405453,VEHICLE THEFT
9/5/2008 14:07,RESISTING ARREST,Friday,SOUTHERN,"ARREST, BOOKED",JESSIE ST / 6TH ST,-122.4092477,37.78139873,OTHER OFFENSES
2/9/2010 0:01,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,BAYVIEW,NONE,1800 Block of 23RD ST,-122.3982279,37.75484967,VANDALISM
1/15/2012 8:35,MISSING JUVENILE,Sunday,PARK,LOCATED,400 Block of ASHBURY ST,-122.4471474,37.77140581,MISSING PERSON
10/31/2007 20:14,POSSESSION OF HEROIN,Wednesday,BAYVIEW,"ARREST, BOOKED",900 Block of CONNECTICUT ST,-122.3972019,37.75353512,DRUG/NARCOTIC
5/26/2014 13:00,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE,500 Block of UNIVERSITY ST,-122.4127795,37.72322954,VANDALISM
10/7/2007 14:00,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,500 Block of GOLDEN GATE AV,-122.4196272,37.78107104,LARCENY/THEFT
8/7/2009 18:46,VIOLATION OF RESTRAINING ORDER,Friday,MISSION,NONE,15TH ST / VALENCIA ST,-122.4220459,37.76653872,OTHER OFFENSES
4/16/2004 22:00,"BURGLARY, FORCIBLE ENTRY",Friday,MISSION,NONE,3600 Block of 17TH ST,-122.4266923,37.7629471,BURGLARY
4/7/2011 1:40,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, CITED",POLK ST / CALIFORNIA ST,-122.4206917,37.79057707,PROSTITUTION
6/1/2014 18:00,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,23RD ST / GUERRERO ST,-122.4230285,37.75356819,VEHICLE THEFT
4/2/2012 16:00,STOLEN AUTOMOBILE,Monday,SOUTHERN,NONE,400 Block of BEALE ST,-122.3904424,37.78678894,VEHICLE THEFT
5/18/2008 17:00,STOLEN AUTOMOBILE,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,VEHICLE THEFT
1/12/2013 10:30,CRUELTY TO ANIMALS,Saturday,SOUTHERN,NONE,7TH ST / TOWNSEND ST,-122.4016581,37.77181658,OTHER OFFENSES
5/17/2012 8:00,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,PARK,NONE,900 Block of DIVISADERO ST,-122.4383405,37.77828448,OTHER OFFENSES
7/13/2010 19:00,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,BAYVIEW,NONE,24TH ST / DEHARO ST,-122.4006006,37.75334418,VANDALISM
2/5/2014 12:00,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Wednesday,SOUTHERN,NONE,HARRISON ST / 6TH ST,-122.4040716,37.77727419,OTHER OFFENSES
10/19/2013 15:25,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
7/24/2012 10:40,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,FULTON ST / GOUGH ST,-122.4233551,37.77874665,LARCENY/THEFT
5/15/2012 1:20,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,MISSION,NONE,3300 Block of 26TH ST,-122.4162622,37.74920881,ASSAULT
2/22/2011 9:19,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,NORTHERN,"ARREST, BOOKED",1200 Block of BUCHANAN ST,-122.428836,37.78118085,BURGLARY
1/22/2008 0:01,INFLICT INJURY ON COHABITEE,Tuesday,INGLESIDE,NONE,0 Block of 30TH ST,-122.4226345,37.74227943,ASSAULT
10/2/2012 22:30,PETTY THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,3100 Block of 25TH ST,-122.4136504,37.75097426,LARCENY/THEFT
12/12/2014 10:00,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Friday,TARAVAL,NONE,1500 Block of 32ND AV,-122.490797,37.75826439,BURGLARY
8/10/2014 0:01,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,BUSH ST / TAYLOR ST,-122.4120789,37.78973916,LARCENY/THEFT
5/13/2004 11:55,"BURGLARY OF STORE, UNLAWFUL ENTRY",Thursday,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.4504924,37.76960945,BURGLARY
7/14/2005 10:30,BATTERY,Thursday,BAYVIEW,NONE,400 Block of MANSELL ST,-122.4060798,37.72041062,ASSAULT
8/22/2014 0:01,"CREDIT CARD, THEFT BY USE OF",Friday,NORTHERN,NONE,3100 Block of FILLMORE ST,-122.435751,37.79872822,FRAUD
12/11/2014 10:15,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,2700 Block of 21ST ST,-122.409125,37.75767781,NON-CRIMINAL
5/19/2006 19:55,RECEIVING STOLEN PROPERTY,Friday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441,STOLEN PROPERTY
8/23/2006 2:44,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,NORTHERN,"ARREST, CITED",MCALLISTER ST / FRANKLIN ST,-122.4218931,37.77989123,OTHER OFFENSES
9/21/2013 13:00,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,TARAVAL,NONE,2200 Block of 43RD AV,-122.5015322,37.74470022,ASSAULT
3/9/2006 22:00,LOST PROPERTY,Thursday,RICHMOND,NONE,26TH AV / GEARY BL,-122.4858066,37.78003515,NON-CRIMINAL
1/12/2013 10:10,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,THE EMBARCADERONORTH ST / WASHINGTON ST,-122.3953297,37.7966653,LARCENY/THEFT
6/23/2008 15:26,WARRANT ARREST,Monday,INGLESIDE,JUVENILE BOOKED,SUNNYDALE AV / REY ST,-122.4122804,37.71086623,WARRANTS
1/13/2010 12:55,THREATS AGAINST LIFE,Wednesday,CENTRAL,JUVENILE ADMONISHED,2100 Block of POWELL ST,-122.4116073,37.80444724,ASSAULT
7/27/2005 23:15,"AIDED CASE, MENTAL DISTURBED",Wednesday,BAYVIEW,NONE,1400 Block of WAYLAND ST,-122.4164082,37.72290014,NON-CRIMINAL
3/10/2013 17:11,PETTY THEFT SHOPLIFTING,Sunday,TENDERLOIN,"ARREST, CITED",100 Block of POWELL ST,-122.4080145,37.78595078,LARCENY/THEFT
8/2/2004 20:00,LOST/STOLEN LICENSE PLATE,Monday,BAYVIEW,NONE,2900 Block of GRIFFITH ST,-122.3897029,37.716583,OTHER OFFENSES
1/6/2003 13:40,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED",NATOMA ST / 7TH ST,-122.4099393,37.77841538,OTHER OFFENSES
9/17/2004 0:28,"BURGLARY, UNLAWFUL ENTRY",Friday,MISSION,NONE,3300 Block of 19TH ST,-122.4186568,37.76021344,BURGLARY
7/24/2012 1:00,INFLICT INJURY ON COHABITEE,Tuesday,MISSION,NONE,400 Block of VALENCIA ST,-122.4219351,37.76613439,ASSAULT
4/18/2009 20:00,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,2200 Block of ALAMEDA ST,-122.4073105,37.76832895,VANDALISM
4/3/2006 17:47,ENROUTE TO OUTSIDE JURISDICTION,Monday,NORTHERN,"ARREST, BOOKED",1000 Block of FILLMORE ST,-122.431791,37.77911574,WARRANTS
