Dates,DayOfWeek,PdDistrict,Address,X,Y,Category
9/1/2008 12:10,Monday,MISSION,15TH ST / JULIAN AV,-122.4210579,37.76659878,NON-CRIMINAL
4/15/2014 5:33,Tuesday,MISSION,14TH ST / LANDERS ST,-122.4278675,37.76779239,LARCENY/THEFT
6/10/2004 14:00,Thursday,TARAVAL,800 Block of GONZALEZ DR,-122.4806063,37.71751859,ROBBERY
12/16/2006 15:40,Saturday,SOUTHERN,0 Block of 6TH ST,-122.4094204,37.78161503,LARCENY/THEFT
6/18/2006 14:08,Sunday,CENTRAL,1500 Block of STOCKTON ST,-122.4090353,37.79998452,OTHER OFFENSES
4/20/2005 19:00,Wednesday,SOUTHERN,1000 Block of MARKET ST,-122.4110714,37.78175113,DRUG/NARCOTIC
7/26/2014 8:01,Saturday,PARK,HAIGHT ST / ASHBURY ST,-122.4469333,37.7700062,NON-CRIMINAL
11/28/2011 20:53,Monday,TENDERLOIN,JONES ST / OFARRELL ST,-122.4129705,37.78578838,OTHER OFFENSES
1/26/2011 18:39,Wednesday,BAYVIEW,1000 Block of OAKDALE AV,-122.3802682,37.72891713,SECONDARY CODES
2/19/2007 15:45,Monday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476,EMBEZZLEMENT
10/3/2008 18:00,Friday,TENDERLOIN,0 Block of POWELL ST,-122.4077071,37.78510345,LARCENY/THEFT
11/27/2013 16:00,Wednesday,PARK,800 Block of HAIGHT ST,-122.4362363,37.77142566,BURGLARY
11/12/2013 8:00,Tuesday,BAYVIEW,ILLINOIS ST / 19TH ST,-122.3876937,37.76182805,LARCENY/THEFT
2/25/2005 3:00,Friday,TENDERLOIN,ELLIS ST / LEAVENWORTH ST,-122.4144332,37.78465763,SUSPICIOUS OCC
3/20/2007 15:00,Tuesday,SOUTHERN,200 Block of 6TH ST,-122.4069263,37.77947477,OTHER OFFENSES
8/7/2013 17:27,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4028491,37.77585996,ASSAULT
11/15/2014 11:00,Saturday,NORTHERN,3600 Block of FILLMORE ST,-122.4366347,37.80313568,ASSAULT
9/9/2010 6:45,Thursday,MISSION,400 Block of CASTRO ST,-122.4351501,37.76175972,FRAUD
4/27/2015 22:30,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
7/22/2003 18:20,Tuesday,BAYVIEW,3RD ST / LA SALLE AV,-122.3898656,37.73716994,ASSAULT
9/9/2006 1:30,Saturday,NORTHERN,LOMBARD ST / FILLMORE ST,-122.4360492,37.79984122,NON-CRIMINAL
9/10/2011 1:20,Saturday,CENTRAL,600 Block of COMMERCIAL ST,-122.4039048,37.79417118,NON-CRIMINAL
3/23/2013 8:32,Saturday,CENTRAL,TAYLOR ST / GEARY ST,-122.4115188,37.7869409,OTHER OFFENSES
12/7/2009 18:45,Monday,SOUTHERN,5TH ST / MISSION ST,-122.406482,37.78273179,LARCENY/THEFT
12/27/2008 15:23,Saturday,CENTRAL,200 Block of GEARY ST,-122.407413,37.78740741,LARCENY/THEFT
2/10/2005 11:00,Thursday,TARAVAL,2400 Block of 36TH AV,-122.4937709,37.74129949,BURGLARY
6/21/2004 17:30,Monday,CENTRAL,400 Block of MASON ST,-122.4099759,37.78730689,LARCENY/THEFT
6/24/2009 13:45,Wednesday,MISSION,SHOTWELL ST / 20TH ST,-122.4157813,37.75883121,OTHER OFFENSES
11/29/2010 17:30,Monday,INGLESIDE,500 Block of DAY ST,-122.4337567,37.74240899,BURGLARY
10/26/2009 8:16,Monday,NORTHERN,FULTON ST / LARKIN ST,-122.41677,37.77958458,OTHER OFFENSES
10/7/2010 22:40,Thursday,TENDERLOIN,100 Block of EDDY ST,-122.4101352,37.78418891,ASSAULT
1/26/2012 7:10,Thursday,SOUTHERN,HOWARD ST / 8TH ST,-122.4116098,37.77622099,NON-CRIMINAL
1/22/2007 21:30,Monday,MISSION,LILAC ST / 25TH ST,-122.4177297,37.75067412,ROBBERY
9/2/2009 0:01,Wednesday,NORTHERN,2300 Block of CHESTNUT ST,-122.4420387,37.80013628,OTHER OFFENSES
3/5/2008 18:19,Wednesday,NORTHERN,EDDY ST / FILLMORE ST,-122.4323297,37.78142922,SUSPICIOUS OCC
2/7/2012 15:40,Tuesday,MISSION,2600 Block of MISSION ST,-122.4187383,37.75461724,OTHER OFFENSES
6/15/2011 13:00,Wednesday,MISSION,900 Block of HAMPSHIRE ST,-122.4077457,37.75688735,BURGLARY
7/26/2003 23:00,Saturday,TARAVAL,400 Block of KIRKHAM ST,-122.4655222,37.76027972,VANDALISM
5/15/2008 23:30,Thursday,MISSION,1000 Block of SOUTH VAN NESS AV,-122.4165727,37.75635629,NON-CRIMINAL
6/13/2005 22:00,Monday,NORTHERN,2300 Block of SACRAMENTO ST,-122.4315656,37.7900919,NON-CRIMINAL
11/27/2012 17:35,Tuesday,CENTRAL,700 Block of BUSH ST,-122.4096146,37.78999923,DRUG/NARCOTIC
7/7/2003 21:30,Monday,CENTRAL,PINE ST / POWELL ST,-122.4089776,37.79108869,LARCENY/THEFT
2/8/2004 1:00,Sunday,CENTRAL,BAY ST / THE EMBARCADERO NORTH ST,-122.4055651,37.80661715,SECONDARY CODES
6/12/2014 11:30,Thursday,SOUTHERN,400 Block of BRANNAN ST,-122.3958988,37.77874871,NON-CRIMINAL
3/6/2015 19:45,Friday,CENTRAL,500 Block of BAY ST,-122.4160696,37.80525829,MISSING PERSON
10/10/2010 2:30,Sunday,MISSION,0 Block of WOODWARD ST,-122.4209266,37.76906743,ASSAULT
11/18/2011 20:19,Friday,INGLESIDE,SILVER AV / ALEMANY BL,-122.4333869,37.72977503,DRUG/NARCOTIC
11/12/2004 16:30,Friday,NORTHERN,VANNESS AV / OFARRELL ST,-122.4211952,37.78475366,NON-CRIMINAL
4/5/2005 14:56,Tuesday,MISSION,1700 Block of MISSION ST,-122.4198769,37.76957975,WARRANTS
2/22/2007 12:45,Thursday,SOUTHERN,300 Block of 1ST ST,-122.3936189,37.78668893,LARCENY/THEFT
4/4/2009 1:00,Saturday,INGLESIDE,OCEAN AV / SAN JOSE AV,-122.4447467,37.7229679,FORGERY/COUNTERFEITING
10/17/2004 5:00,Sunday,NORTHERN,900 Block of BUCHANAN ST,-122.4283172,37.77860145,VANDALISM
9/4/2008 16:37,Thursday,PARK,FULTON ST / DIVISADERO ST,-122.4381806,37.77685569,ASSAULT
5/17/2008 11:32,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
8/28/2010 0:01,Saturday,PARK,1800 Block of WALLER ST,-122.4543301,37.76815301,OTHER OFFENSES
8/5/2003 9:32,Tuesday,BAYVIEW,24TH ST / MICHIGAN ST,-122.3859748,37.75422467,WARRANTS
2/20/2009 11:00,Friday,BAYVIEW,1800 Block of PALOU AV,-122.3960728,37.73697308,ASSAULT
2/23/2013 17:15,Saturday,MISSION,2700 Block of MISSION ST,-122.4184492,37.75302675,ROBBERY
8/21/2014 18:57,Thursday,TARAVAL,0 Block of TAPIA DR,-122.4808783,37.72194539,LARCENY/THEFT
7/27/2013 18:15,Saturday,NORTHERN,GOLDEN GATE AV / FRANKLIN ST,-122.4220903,37.78082197,LARCENY/THEFT
1/1/2011 10:30,Saturday,INGLESIDE,300 Block of MOUNT VERNON AV,-122.4469661,37.71789514,OTHER OFFENSES
3/14/2010 22:30,Sunday,CENTRAL,400 Block of BAY ST,-122.4144279,37.80546162,LARCENY/THEFT
9/5/2014 11:45,Friday,NORTHERN,2000 Block of UNION ST,-122.4330522,37.79745472,LARCENY/THEFT
6/1/2007 11:09,Friday,BAYVIEW,INNES AV / PHELPS ST,-122.3907039,37.74048301,DRUG/NARCOTIC
6/12/2007 14:49,Tuesday,SOUTHERN,0 Block of 6TH ST,-122.4089132,37.78121165,ROBBERY
9/4/2003 9:58,Thursday,RICHMOND,300 Block of 28TH AV,-122.4880809,37.78279105,FRAUD
4/8/2007 7:25,Sunday,BAYVIEW,1400 Block of PHELPS ST,-122.3944389,37.7364439,MISSING PERSON
6/18/2006 10:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
10/30/2007 17:01,Tuesday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641,DISORDERLY CONDUCT
2/18/2015 22:58,Wednesday,NORTHERN,TURK ST / POLK ST,-122.4189964,37.78216891,SUSPICIOUS OCC
5/2/2013 20:30,Thursday,SOUTHERN,0 Block of HARRIET ST,-122.4069699,37.77866179,FORGERY/COUNTERFEITING
8/10/2003 14:14,Sunday,TARAVAL,22ND AV / JUDAH ST,-122.4802055,37.7615572,NON-CRIMINAL
8/23/2005 2:27,Tuesday,NORTHERN,600 Block of LARCH ST,-122.4281512,37.78153255,WARRANTS
6/26/2009 9:30,Friday,BAYVIEW,1400 Block of MARIPOSA ST,-122.3981006,37.76370948,LARCENY/THEFT
11/18/2012 3:00,Sunday,INGLESIDE,1300 Block of GENEVA AV,-122.4333126,37.71295361,VANDALISM
4/13/2015 8:35,Monday,CENTRAL,0 Block of VANDEWATER ST,-122.4126984,37.80531094,SUSPICIOUS OCC
9/17/2008 15:00,Wednesday,INGLESIDE,0 Block of PHELAN AV,-122.4522897,37.72569336,OTHER OFFENSES
1/5/2004 8:00,Monday,INGLESIDE,300 Block of VIENNA ST,-122.4287324,37.72282168,FRAUD
6/28/2008 23:30,Saturday,BAYVIEW,1000 Block of MINNESOTA ST,-122.3901135,37.75756327,KIDNAPPING
4/7/2006 18:00,Friday,MISSION,MARIPOSA ST / POTRERO AV,-122.4073056,37.76318794,LARCENY/THEFT
11/12/2007 20:00,Monday,TARAVAL,100 Block of ELVERANO WY,-122.4614662,37.73065005,LARCENY/THEFT
10/29/2008 14:00,Wednesday,CENTRAL,JONES ST / PINE ST,-122.4139182,37.79046197,VEHICLE THEFT
10/21/2012 20:51,Sunday,PARK,1600 Block of HAIGHT ST,-122.4504526,37.76950326,NON-CRIMINAL
12/9/2004 13:50,Thursday,NORTHERN,1500 Block of BAY ST,-122.4325304,37.80321403,NON-CRIMINAL
6/3/2011 12:22,Friday,MISSION,18TH ST / POTRERO AV,-122.4071905,37.76193721,SUSPICIOUS OCC
1/11/2005 23:36,Tuesday,BAYVIEW,1500 Block of EVANS AV,-122.3871572,37.74245214,OTHER OFFENSES
12/24/2008 21:03,Wednesday,MISSION,3200 Block of 24TH ST,-122.4171197,37.75237487,NON-CRIMINAL
7/14/2007 22:00,Saturday,TARAVAL,0 Block of JULES AV,-122.4611632,37.71912488,MISSING PERSON
6/9/2009 10:25,Tuesday,SOUTHERN,MASON ST / TURK ST,-122.4089536,37.78328787,WARRANTS
8/7/2004 21:00,Saturday,MISSION,1900 Block of 15TH ST,-122.428283,37.76610735,VEHICLE THEFT
9/2/2008 8:25,Tuesday,RICHMOND,6TH AV / ANZA ST,-122.4641471,37.7790877,LARCENY/THEFT
10/5/2007 22:17,Friday,MISSION,16TH ST / MISSION ST,-122.4196718,37.76505012,OTHER OFFENSES
8/13/2005 14:56,Saturday,NORTHERN,800 Block of LARKIN ST,-122.4181105,37.78586277,NON-CRIMINAL
8/24/2006 18:00,Thursday,MISSION,24TH ST / MISSION ST,-122.4184482,37.75223917,ASSAULT
9/20/2006 18:05,Wednesday,BAYVIEW,1000 Block of PALOU AV,-122.3807379,37.72827641,SECONDARY CODES
10/17/2006 17:26,Tuesday,BAYVIEW,FITZGERALD AV / INGALLS ST,-122.3913074,37.72097569,OTHER OFFENSES
1/13/2012 14:30,Friday,RICHMOND,200 Block of JOHNFKENNEDY DR,-122.4606463,37.77149035,LARCENY/THEFT
8/22/2009 14:00,Saturday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935,FRAUD
11/29/2008 1:10,Saturday,MISSION,3800 Block of 20TH ST,-122.4269251,37.75810171,NON-CRIMINAL
12/21/2004 0:01,Tuesday,SOUTHERN,0 Block of 11TH ST,-122.4178175,37.77496876,VEHICLE THEFT
11/1/2014 20:30,Saturday,NORTHERN,1000 Block of POLK ST,-122.4198583,37.78613713,SUSPICIOUS OCC
12/12/2009 17:00,Saturday,CENTRAL,800 Block of POST ST,-122.4158438,37.78740177,LARCENY/THEFT
1/1/2012 12:00,Sunday,INGLESIDE,300 Block of BRAZIL AV,-122.4320606,37.72330777,ASSAULT
9/20/2010 13:30,Monday,CENTRAL,GEARY ST / LARKIN ST,-122.4180908,37.78610075,LARCENY/THEFT
12/29/2007 12:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
11/15/2003 11:55,Saturday,TARAVAL,2500 Block of SAN JOSE AV,-122.4500526,37.71664932,NON-CRIMINAL
10/16/2009 6:33,Friday,TENDERLOIN,0 Block of GROVE ST,-122.4156537,37.77871965,DISORDERLY CONDUCT
2/12/2011 20:30,Saturday,TENDERLOIN,200 Block of MCALLISTER ST,-122.4157546,37.78071918,VEHICLE THEFT
10/19/2011 19:30,Wednesday,MISSION,MARKET ST / CASTRO ST,-122.4351877,37.76267028,OTHER OFFENSES
10/19/2013 1:25,Saturday,MISSION,2300 Block of MARKET ST,-122.4340362,37.7632942,VANDALISM
1/27/2010 21:05,Wednesday,SOUTHERN,GOLDEN GATE AV / TAYLOR ST,-122.4102935,37.78223059,DRUG/NARCOTIC
12/9/2004 15:00,Thursday,MISSION,17TH ST / SHOTWELL ST,-122.4162304,37.76363377,PROSTITUTION
11/16/2007 10:45,Friday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476,FRAUD
6/27/2012 18:20,Wednesday,BAYVIEW,MANSELL ST / SAN BRUNO AV,-122.4010737,37.72153543,ROBBERY
7/3/2011 13:00,Sunday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476,MISSING PERSON
6/1/2007 2:00,Friday,NORTHERN,POLK ST / CALIFORNIA ST,-122.4206917,37.79057707,PROSTITUTION
3/31/2009 13:50,Tuesday,INGLESIDE,GUERRERO ST / 27TH ST,-122.4223856,37.74717284,OTHER OFFENSES
3/21/2004 17:46,Sunday,INGLESIDE,0 Block of SANTOS ST,-122.4184739,37.71210405,ASSAULT
11/13/2008 15:00,Thursday,SOUTHERN,200 Block of 7TH ST,-122.4085507,37.77738856,NON-CRIMINAL
1/7/2009 15:56,Wednesday,CENTRAL,POST ST / LEAVENWORTH ST,-122.4149967,37.78745307,DISORDERLY CONDUCT
7/12/2014 21:15,Saturday,SOUTHERN,0 Block of THE EMBARCADERONORTH ST,-122.3883799,37.78331041,LARCENY/THEFT
2/17/2003 23:14,Monday,MISSION,MISSION ST / 26TH ST,-122.4181373,37.74904131,OTHER OFFENSES
3/8/2009 18:57,Sunday,NORTHERN,1300 Block of BUSH ST,-122.4194862,37.78874808,LARCENY/THEFT
7/10/2008 23:40,Thursday,MISSION,MISSION ST / CESAR CHAVEZ ST,-122.4182219,37.74816641,OTHER OFFENSES
3/27/2005 0:53,Sunday,BAYVIEW,PAUL AV / WHEAT ST,-122.4000747,37.72344693,OTHER OFFENSES
5/16/2014 18:47,Friday,TENDERLOIN,JONES ST / GOLDEN GATE AV,-122.4122242,37.78207293,VANDALISM
9/20/2012 11:00,Thursday,NORTHERN,1100 Block of FILLMORE ST,-122.4321162,37.78003044,NON-CRIMINAL
1/13/2007 13:36,Saturday,NORTHERN,OFARRELL ST / LARKIN ST,-122.417904,37.78516709,DRUG/NARCOTIC
10/16/2006 13:57,Monday,TARAVAL,1100 Block of PLYMOUTH AV,-122.4560769,37.72288601,WARRANTS
10/5/2006 14:00,Thursday,SOUTHERN,LAPU-LAPU ST / HARRISON ST,-122.3983455,37.78180003,LARCENY/THEFT
11/30/2013 3:39,Saturday,MISSION,2100 Block of HARRISON ST,-122.4129403,37.76254751,SUSPICIOUS OCC
8/22/2014 19:00,Friday,NORTHERN,FRANKLIN ST / GEARY BL,-122.4230312,37.78548187,LARCENY/THEFT
12/29/2011 15:00,Thursday,TARAVAL,1200 Block of 34TH AV,-122.4931944,37.76377814,OTHER OFFENSES
7/11/2004 19:55,Sunday,BAYVIEW,1000 Block of FITZGERALD AV,-122.3893476,37.71976331,SUSPICIOUS OCC
11/11/2003 14:00,Tuesday,NORTHERN,MCALLISTER ST / STEINER ST,-122.4334074,37.7784229,VEHICLE THEFT
2/3/2003 22:00,Monday,RICHMOND,500 Block of 24TH AV,-122.4835233,37.77916326,OTHER OFFENSES
2/7/2004 22:00,Saturday,CENTRAL,CLAY ST / KEARNY ST,-122.4047994,37.79445254,VEHICLE THEFT
10/18/2012 9:30,Thursday,RICHMOND,21ST AV / FULTON ST,-122.4799056,37.77276433,WARRANTS
2/21/2011 23:05,Monday,SOUTHERN,MISSION ST / MINT ST,-122.4072588,37.78211765,FRAUD
9/3/2014 13:22,Wednesday,SOUTHERN,MARKET ST / MONTGOMERY ST,-122.4020702,37.78871987,NON-CRIMINAL
11/14/2012 14:47,Wednesday,INGLESIDE,SAN JOSE AV / 27TH ST,-122.4214081,37.74722999,VEHICLE THEFT
5/31/2011 11:00,Tuesday,BAYVIEW,PALOU AV / 3RD ST,-122.3909717,37.73401522,NON-CRIMINAL
2/3/2015 12:57,Tuesday,TENDERLOIN,100 Block of STOCKTON ST,-122.4064279,37.78710945,LARCENY/THEFT
1/26/2006 10:00,Thursday,TARAVAL,1100 Block of MONTEREY BL,-122.4611521,37.73019947,NON-CRIMINAL
8/11/2007 16:00,Saturday,MISSION,400 Block of VALENCIA ST,-122.4219351,37.76613439,MISSING PERSON
2/23/2014 15:08,Sunday,CENTRAL,0 Block of KEARNY ST,-122.4035529,37.78867497,OTHER OFFENSES
3/21/2015 9:30,Saturday,NORTHERN,3600 Block of LYON ST,-122.4482784,37.80427189,LARCENY/THEFT
8/23/2010 1:00,Monday,NORTHERN,3100 Block of FILLMORE ST,-122.435751,37.79872822,LARCENY/THEFT
1/22/2013 11:00,Tuesday,TARAVAL,2600 Block of 39TH AV,-122.4967191,37.73743062,BURGLARY
6/26/2006 12:00,Monday,NORTHERN,3500 Block of DIVISADERO ST,-122.443252,37.80232397,FORGERY/COUNTERFEITING
3/8/2010 0:18,Monday,SOUTHERN,MARKET ST / 7TH ST,-122.4125153,37.78047775,WARRANTS
10/4/2012 12:35,Thursday,CENTRAL,MASON ST / BAY ST,-122.4136096,37.80561888,LARCENY/THEFT
1/24/2011 17:15,Monday,PARK,PIERCE ST / MCALLISTER ST,-122.4350528,37.77821186,NON-CRIMINAL
10/22/2011 8:47,Saturday,NORTHERN,300 Block of FULTON ST,-122.4225365,37.77879588,NON-CRIMINAL
3/17/2009 11:04,Tuesday,TARAVAL,300 Block of RIVERA ST,-122.4702323,37.74697849,OTHER OFFENSES
3/21/2009 21:25,Saturday,TENDERLOIN,300 Block of EDDY ST,-122.4137537,37.78373004,DRUG/NARCOTIC
6/30/2007 21:00,Saturday,MISSION,100 Block of CLINTONPARK ST,-122.4234176,37.76926647,LARCENY/THEFT
8/9/2014 1:34,Saturday,NORTHERN,1000 Block of GEARY ST,-122.4205927,37.78584162,WARRANTS
5/19/2013 10:00,Sunday,PARK,100 Block of BELVEDERE ST,-122.4493286,37.76777389,MISSING PERSON
8/3/2009 17:00,Monday,NORTHERN,FILLMORE ST / MCALLISTER ST,-122.4317655,37.77863111,VANDALISM
5/29/2009 15:02,Friday,INGLESIDE,0 Block of LAIDLEY ST,-122.4316454,37.74099706,OTHER OFFENSES
7/3/2011 1:04,Sunday,TARAVAL,1200 Block of 20TH AV,-122.4781875,37.76444197,NON-CRIMINAL
6/10/2004 1:30,Thursday,INGLESIDE,1800 Block of SUNNYDALE AV,-122.4171448,37.71215029,ASSAULT
12/11/2003 17:00,Thursday,MISSION,VALENCIA ST / 26TH ST,-122.4203548,37.74890631,VEHICLE THEFT
3/6/2015 2:20,Friday,TARAVAL,SLOAT BL / JUNIPERO SERRA BL,-122.4715692,37.73470485,MISSING PERSON
1/14/2010 20:15,Thursday,TENDERLOIN,200 Block of POWELL ST,-122.4082017,37.78688491,LARCENY/THEFT
4/19/2015 1:41,Sunday,CENTRAL,600 Block of SUTTER ST,-122.4110689,37.7888557,NON-CRIMINAL
12/23/2014 23:30,Tuesday,NORTHERN,POLK ST / FERN ST,-122.420212,37.78822254,LARCENY/THEFT
2/26/2005 23:03,Saturday,BAYVIEW,ILLINOIS ST / 23RD ST,-122.387068,37.75544603,OTHER OFFENSES
8/12/2012 14:00,Sunday,NORTHERN,2400 Block of POLK ST,-122.4223645,37.79924526,NON-CRIMINAL
4/5/2008 19:21,Saturday,SOUTHERN,1500 Block of HOWARD ST,-122.4166673,37.77212328,ROBBERY
11/19/2005 1:10,Saturday,NORTHERN,1400 Block of FILLMORE ST,-122.4326809,37.78282145,EXTORTION
5/17/2013 21:00,Friday,BAYVIEW,3900 Block of 3RD ST,-122.3884759,37.74152204,KIDNAPPING
8/15/2010 12:22,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,DRUG/NARCOTIC
2/13/2010 13:39,Saturday,PARK,500 Block of LYON ST,-122.4429724,37.77577836,OTHER OFFENSES
12/26/2013 19:15,Thursday,NORTHERN,GEARY BL / FRANKLIN ST,-122.4230312,37.78548187,LARCENY/THEFT
12/27/2011 15:30,Tuesday,CENTRAL,1600 Block of THE EMBARCADERONORTH ST,-122.4107742,37.80843502,LARCENY/THEFT
10/17/2009 9:02,Saturday,INGLESIDE,4700 Block of MISSION ST,-122.4361945,37.72272704,NON-CRIMINAL
9/14/2004 21:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,LARCENY/THEFT
5/2/2006 9:45,Tuesday,TARAVAL,1300 Block of 40TH AV,-122.4994917,37.76162422,NON-CRIMINAL
5/1/2008 16:00,Thursday,BAYVIEW,1200 Block of QUESADA AV,-122.3831178,37.72854706,MISSING PERSON
9/4/2009 10:30,Friday,NORTHERN,400 Block of MARINA BL,-122.4411467,37.80604989,NON-CRIMINAL
9/2/2009 3:50,Wednesday,SOUTHERN,100 Block of SPEAR ST,-122.3932283,37.79195104,BURGLARY
10/15/2009 20:00,Thursday,SOUTHERN,OCTAVIA ST / MARKET ST,-122.4236195,37.77171572,ASSAULT
5/13/2004 4:28,Thursday,TENDERLOIN,300 Block of ELLIS ST,-122.4119658,37.78491419,DRUG/NARCOTIC
1/9/2015 12:00,Friday,MISSION,4700 Block of 18TH ST,-122.4439466,37.75994462,LARCENY/THEFT
6/15/2006 0:01,Thursday,RICHMOND,2200 Block of CLEMENT ST,-122.483276,37.78204392,FRAUD
7/1/2006 0:01,Saturday,CENTRAL,1500 Block of HYDE ST,-122.418273,37.79501537,SEX OFFENSES FORCIBLE
3/23/2006 21:28,Thursday,INGLESIDE,5600 Block of MISSION ST,-122.4462758,37.71155969,LOITERING
9/8/2011 6:00,Thursday,TENDERLOIN,600 Block of ELLIS ST,-122.4168937,37.78428605,LARCENY/THEFT
11/10/2004 19:10,Wednesday,INGLESIDE,GENEVA AV / MISSION ST,-122.4410181,37.71645868,SEX OFFENSES FORCIBLE
11/13/2009 19:20,Friday,NORTHERN,700 Block of EDDY ST,-122.420026,37.78305001,BURGLARY
5/16/2007 7:19,Wednesday,CENTRAL,100 Block of WAVERLY PL,-122.4068444,37.79465489,OTHER OFFENSES
12/29/2006 7:45,Friday,BAYVIEW,2300 Block of CESAR CHAVEZ ST,-122.3996796,37.74948523,LARCENY/THEFT
7/7/2003 0:05,Monday,TARAVAL,BYXBEE ST / RANDOLPH ST,-122.4697965,37.71428057,OTHER OFFENSES
5/5/2010 14:05,Wednesday,BAYVIEW,SILVER AV / UNIVERSITY ST,-122.4151944,37.72922337,OTHER OFFENSES
10/13/2004 15:20,Wednesday,SOUTHERN,0 Block of NEW MONTGOMERY ST,-122.4018172,37.7884405,DISORDERLY CONDUCT
3/24/2012 16:52,Saturday,TENDERLOIN,MARKET ST / 9TH ST,-122.4162938,37.77749368,OTHER OFFENSES
11/25/2009 12:00,Wednesday,MISSION,1800 Block of BRYANT ST,-122.4103718,37.76365331,BURGLARY
6/9/2008 7:00,Monday,TENDERLOIN,400 Block of EDDY ST,-122.4150669,37.78356348,NON-CRIMINAL
3/1/2004 1:00,Monday,CENTRAL,1200 Block of COLUMBUS AV,-122.4177687,37.80562245,SECONDARY CODES
9/29/2008 21:30,Monday,TARAVAL,300 Block of ORTEGA ST,-122.4671355,37.75283404,VEHICLE THEFT
7/25/2008 19:45,Friday,MISSION,2200 Block of MISSION ST,-122.4193502,37.76101609,ASSAULT
5/18/2010 10:35,Tuesday,PARK,2200 Block of OFARRELL ST,-122.4413248,37.78229146,OTHER OFFENSES
10/1/2009 0:01,Thursday,RICHMOND,3200 Block of WASHINGTON ST,-122.4466345,37.78997378,LARCENY/THEFT
5/21/2010 8:54,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
12/28/2010 17:10,Tuesday,CENTRAL,600 Block of UNION ST,-122.4105096,37.80022304,LARCENY/THEFT
2/11/2010 22:30,Thursday,SOUTHERN,BONIFACIO ST / MABINI ST,-122.3998374,37.78221275,LARCENY/THEFT
4/1/2004 14:44,Thursday,SOUTHERN,MASON ST / MARKET ST,-122.4089536,37.78328787,DRUG/NARCOTIC
2/7/2007 7:20,Wednesday,CENTRAL,1000 Block of SUTTER ST,-122.4176729,37.78812427,WEAPON LAWS
10/4/2012 21:00,Thursday,MISSION,2900 Block of 21ST ST,-122.4139889,37.75727578,BURGLARY
11/28/2007 13:15,Wednesday,SOUTHERN,900 Block of MISSION ST,-122.4080525,37.78156683,FRAUD
10/24/2010 20:54,Sunday,NORTHERN,LOMBARD ST / POLK ST,-122.422904,37.80155611,SUSPICIOUS OCC
10/4/2005 11:45,Tuesday,INGLESIDE,0 Block of NORTHWOOD DR,-122.4574118,37.730008,OTHER OFFENSES
1/29/2012 14:00,Sunday,SOUTHERN,MISSION ST / 3RD ST,-122.4020277,37.78624835,LARCENY/THEFT
6/30/2007 19:03,Saturday,PARK,100 Block of GARDENSIDE DR,-122.4446701,37.75413852,NON-CRIMINAL
10/31/2007 15:35,Wednesday,BAYVIEW,300 Block of RHODEISLAND ST,-122.402692,37.76541133,FORGERY/COUNTERFEITING
1/17/2010 23:15,Sunday,SOUTHERN,0 Block of 6TH ST,-122.4095043,37.78152627,ASSAULT
3/21/2015 18:00,Saturday,TARAVAL,200 Block of MAYWOOD DR,-122.4617664,37.73345053,LARCENY/THEFT
12/4/2010 12:00,Saturday,TENDERLOIN,0 Block of OFARRELL ST,-122.4058954,37.78673422,BURGLARY
11/17/2005 18:00,Thursday,SOUTHERN,4TH ST / MISSION ST,-122.4042702,37.78447885,NON-CRIMINAL
10/3/2005 0:20,Monday,MISSION,3900 Block of 18TH ST,-122.4316996,37.76103234,VANDALISM
1/26/2006 16:00,Thursday,SOUTHERN,POWELL ST / MARKET ST,-122.4075459,37.78440118,NON-CRIMINAL
8/7/2008 23:30,Thursday,MISSION,15TH ST / DOLORES ST,-122.4265407,37.76626756,VEHICLE THEFT
10/1/2004 11:00,Friday,BAYVIEW,2000 Block of MARIPOSA ST,-122.4039071,37.76346759,BURGLARY
1/5/2009 15:40,Monday,TARAVAL,20TH AV / WINSTON DR,-122.4760394,37.72694944,LARCENY/THEFT
11/9/2004 18:00,Tuesday,TARAVAL,0 Block of FARALLONES ST,-122.4541544,37.71403509,MISSING PERSON
1/8/2003 1:29,Wednesday,MISSION,500 Block of UTAH ST,-122.4063116,37.76260881,SUSPICIOUS OCC
10/26/2009 20:30,Monday,TARAVAL,LINCOLN WY / 43RD AV,-122.5029746,37.7643095,VANDALISM
10/21/2010 13:30,Thursday,SOUTHERN,1500 Block of MARKET ST,-122.4198423,37.77482262,FRAUD
